Insult,Comment
1,"""And you are retarded."""
0,"""Are you color-blind?"""
0,"""It's also nice when Saban can sign 120 kids every 4 years compared to a normal non SEC teams 85"""
1,"""lol
0,"""i am so wanting a repub politician to blow it..lose his or her temper about the incompetence and the arrogance of the white house..of the short term fixes for campaign reasons and no solutions to our long term solvency and security! come on guys...be HUMAN!!!! Get MAD!!"""
0,"""I really like "" When you combine tactics such as these
0,"""Ha ha I love reading about your picks - seriously I was going to do it this time but couldn't get my picks in on time - I was out of town all weekend at my daughter's college graduation but I'll try to get in on the pool action at Wimbledon
1,"""Retard"""
0,"""What ""modified by editor"" feature are you talking about?"""
0,"""re: luke babbitt -- the funniest tweet i've read all year was the luke babbitt original chalupa 3 written as an ESPN 30 for 30 promo... """
0,"""If you think the people on this site give a shit about prison guards' safety you're nuts."""
0,"""SHOLAAMEOBI ' WHAT PLANET DO YOU LIVE ON YOU NEED TO GET DOWN TO SPECSAVERS ARE YOU BLIND OR STUPID?"""
1,"""XSHOGUNX'S EYE ARE SPREAD FAR AS FUCK. HE LOOKS LIKE HE HAS DOWN'S."""
1,"""@peter8888
1,"""RYAN...........GO BACK TO SUCKING YOUR MOTHERS TEAT................BOYWONDER"""
0,"""75
1,"""And you're not a racist
1,"""At this point
0,"""That's the quote from Konstantin Eduardovich Tsiolkovsky
0,"""Yes
0,"""You are correct
0,"""It's because of Perez and because of the\xa0\n\n\u266aNanana nana\n\nNanananana\u266b"""
0,"""How could he not? I had to drive to Chicago to see <I>The Girlfriend Experience</I> in a theater. I doubt I'll have to go that far for <I>Magic Mike</I>
0,"""And who protects us from you when you decide you don't like our political views or our religion or the color of our skin? And how is asking for some reasonable safety precautions taking away your rights?"""
1,"""you dudes really need a fucking life.... plenty people with jobs dont have cars so for you to sitting here judging someone elses life really says alot .. shut da fuck up n just watch the video"""
0,"""If criuticism is based on the facts...then lets call it what it is.......lets take StevenGlens Bile for instance.....\\n\\nCOPY POST:\\xc2\\xa0obama has spent that in only 3 years
0,"""Who are any of us to say who is or is not trustworthy to hold nuclear weapons? Especially Israel
1,"""god
0,"""you talk crap.\xa0 Nothing shooting does ""endangers many species of birds and animals"" but you are welcome to now give us examples of this.\n\nSo go on
1,"""you're so FUCKING DUMB!"""
0,"""*replying here to save space*\nI think I understand what you're feeling. Put it this way
0,"""Man
1,"""Many\xa0Sri Lankans\xa0talking shit\xa0as usual.\xa0we\xa0must build\xa0sri\xa0lanka\xa0we\xa0must work together.\xa0when\xa0will you\xa0understand that??"""
1,"""Doubt it.. again showing your awesome reading comprehension skills.. i said you're acting like a b!tch not you are a b!tch big difference there genius"""
1,"""BUDDHA  IS  A FAT ASS SLOB..........NUFFFFF SAID.  HE IS THE FAKE.  YOU MORON."""
1,"""You called someone stupid? Wow
0,"""5-31 CNN poll ""Please tell me whether you agree or disagree that each of the following candidates has the personality and leadership qualities a president should have.""\n\nRESULT: Obama 60%
0,"""@Coach P @RR-Track-Dawg70s @VirginiaDawg Mason looks to RS so it's either Lemay and Bauta as the backup."""
0,"""hey! Jamie ... allkpop is not being biased .. they're just writing the fucking truth out of all those idols out there"""
0,"""@Samadhi\xa0\xa0@voiceofinsanity\xa0Lol
0,"""Maybe you should go back and read the second comment"""
0,"""Money & bitches but not before your niggaz. Get the money > Fuck the bitches > & ball wit yo niggaz.... preach my nigga Jones lol"""
0,"""I think you're still tired
0,"""who gives a fyck this is his second year"""
0,"""Please do not talk shit about other artist in 2PM's article. We
1,"""She continues to be Obama's whore."""
0,"""how do the towers connect to the bottom pentagon?  Since it's not flat..."""
0,"""Merci beacoup
0,"""stupid cuz Kara girls always have shorts under skirts or dresses...it's ok I can't see shit anyways! still luv her!"""
1,"""You have a dream too i heard
0,"""M\xecnh c\xf3 kinh nghi\u1ec7m sau \u0111\xe2y. B\u1ea1n th\u1eed l\xe0m theo c\xe1c b\u01b0\u1edbc sau \u0111\xe2y xem sao:\n\xa0\xa0 1) D\xf9ng Fire Fox ho\u1eb7c Google Chrome \u0111\u1ec3 v\xe0o Google ( kh\xf4ng d\xf9ng Internet Explorer ).\n\xa0\xa0 2) G\xf5 "" anonymouse.org ""---> enter ---> click v\xe0o ""anonymouse.org"" \u1edf d\xf2ng \u0111\u1ea7u ti\xean.\n\xa0\xa0 3) C\u1eeda s\u1ed5 m\u1edbi hi\u1ec7n ra c\xf3 2 l\xe1 c\u1edd c\u1ee7a n\u01b0\u1edbc Anh v\xe0 n\u01b0\u1edbc \u0110\u1ee9c. Click tr\xe1i v\xe0o l\xe1 c\u1edd Anh \u1edf b\xean tr\xe1i.\n\xa0\xa0 4) C\u1eeda s\u1ed5 m\u1edbi hi\u1ec7n ra. B\u1ea1n th\u1ea5y ph\xeda d\u01b0\u1edbi h\xe0ng ch\u1eef ""ENTER WEBSITE ADDRESS "" c\xf3 2 khung ch\u1eef nh\u1eadt. \u1ede khung b\xean tr\xe1i
1,"""And I call you a brain dead jew retard because it's true. Perhaps if you got the muslim nazi's dick out of your ass you'd have more friends."""
0,"""Would someone please send this guy a blow up doll of Obama with a 55 gallon drum of KY and be done with it . . ."""
0,"""as a browns fan
0,"""you troll so hard"""
0,"""Thats just a clich\xe9...and typical
0,"""It's sad how utterly uncool the proglodytes have become in four short years"""
1,"""You are the one who brought up the topic Kalifornia Ken-doll\n\nand then you whine like a beech when somebody calls you on it?\n\nwhatever....\n\nkeep trolling for a teabagger Ken-doll....you may get lucky Kalifornia phaggot"""
0,"""Bear with me for a sec. George Stephanopoulos is Greek right. Greece is rioting. Quit Riot.Cum on Feel the Noise. Bring in da noise
0,"""Magic Number
0,"""You are really talented Channel.\xa0 Multi faceted and shit!"""
0,"""May he eat shit and <i>live</i>."""
0,"""There was no ethnic cleansing. Flag the spam."""
1,"""You need some serious psycho;logical help."""
1,"""Look who is talking...the payaso who sucks at both English and Spanish!"""
0,"""....You were right all along.    NOT !"""
0,"""One day you'll let your child eat lights naked? You are one sick puppy"""
0,"""if   rcae is your premise - help us.  If fear of religion is your premise - God helps us all !"""
0,"""oh shit ....the one with the tattoos Id suck him dry!!!"""
1,"""YOU filthy ignorant--cock-sucker stankin ass whore u should leave while you still ahead before someone stick a dick in your mouth to make u shut up"""
1,"""Sarcasm?  learn how to spell you moron"""
0,"""Why are you willing to share a cell?"""
1,"""If u didnt give a fuck what i was saying why is ur dumbass replying? Clearly u are ignorant and unsophisticated."""
0,"""Obama does what he thinks is best for the country
0,"""Well then is it true that you like anal?"""
0,"""I still don't get how this is a big deal
1,"""your ignorant as fuck.. black people been skateboarding for a long ass time.. stop looking for lil wayne to set your trends"""
0,"""Not really what it says a lot about is your lack of understanding on this subject."""
0,"""Hahaha nigga We CP in that ATL on yo ass bring those pussy ass niggas more blood on your pussy hands can handle your own fights. 1712 Temple Ave College Park
0,"""Polls across the country show time after time...that voters vote against homosexual faux marriages."""
0,"""WIN WIN WIN HONEY BADGER CARRY US TO THE PROMISED LAND"""
1,"""You're a turd."""
0,"""With their imminent Defeat in Iraq and now Afghanistan. The head of Snake of Imperislism be cut off in Syria by the brave people of the Region with support of Russia
0,"""Wake up and smell the coffee
0,"""I understand what you are saying.\n\nOut with the Black
1,"""You have 60 years worth of history wrong
1,"""AlenLemone - Anyone intelligent reading your comment could only come to the conclusion that you have mental issues
1,"""Bitch
0,"""I guess this is Obama's version of ""I like firing people..."""""
0,"""FOXTARD LOGIC:\\n\\n""no matter how many proven facts you present to me
1,"""buzz off you twat"""
0,"""I thought that makeup was suppose to make any bitch look better
0,"""Have your country found PUNEET PUNEET yet. Your burn our flag. Your country is corrupt and the Indian people are do gs. Pay peanuts and get stupid fken indians"""
0,"""what a great way to run a business."""
0,"""why are you here?  why do hate so much?  Maybe someday you will figure it out."""
1,"""Go change your depends
0,"""Yes you are!!!"""
1,"""That was so 45 minutes ago troll. Get with the times."""
0,"""Oh...so some unions are ok..?? Who would decide which ones go..???"""
1,"""Stop whining you moron democrats you backed aFucking no brain marxist loser in 2007. Now pay the price"""
0,"""This is actually a dumb idea.\xa0 So you switch one union for another and then what?\xa0 What about all other state unions?\xa0 What about CCPOA or CAHP and all others?\xa0 Apparently you do not have a clue that it is the bargaining system
1,"""I already have insurance you jack AZZ.  But If I didn't I will show up where I want to for medical care and you dumb AZZ will be paying for it just like you will be for all of those that can't and or won't afford to get insurance.  See
0,"""And of course we have the added benefit of the poor 19yo who will now forever drive like an old lady for fear of hitting somebody else. On behalf of all drivers who will get stuck behind the slowpoke in future i would like to say to the girls - Fuck You Very Much."""
0,"""First of all its the SCOTUS moron
0,"""Whyte brings to mind a sleezy
0,"""Yeah the fault doesn't lie with you for being a bigot
0,"""Demoralized is the only word i can think of if a current soldier is reading these comments."""
0,"""""Angel"" was hot
1,"""Leidiot is a disgusting leader""less""
1,"""Your Teabilly slutchild is just as ignorant as her mother.\n\nYou people are the trailer trash of America."""
0,"""oh and Leigh...don't you normally pick a front runner by now...."""
0,"""And now parents are afraid AFRAID to let their kids play outside. I used to ride my bike all over Stockton (before it came the Stockton it is today) and climb tress and play cowboys and indians (where someone dramatically died every six seconds).\n\nOf course
1,"""NO FUCKING WAY??!!!! You can't leave us! Can't you knock over an old lady or something? Turn tricks? Blackmail someone? \n\nFUCK! NOOOOOOOOOOOOOOOOOOOOOOO!!!!!!!!!!!!!!!!!!!!"""
0,"""SO everyone is on board for that mosque to be built near the Twin Towers?"""
1,"""Shut up you PAWB. Lebron lsoing is not going to ad years to your life."""
0,"""Yeah!  And Nixon have gotten away with it too if it weren't for those meddling kids!"""
0,"""Schmeichel had some horror shows of his own in his first season
1,"""And sodomize you against your will?\xa0 You are a sick ticket Annabelle."""
0,"""Yay
1,"""fuck off whore"""
0,"""@Dieofnv Like I said: FUCK YOU.\n\xa0\nPeople like you erode press freedom
1,"""damn
0,"""1-0???\n\nWhat game are you watching?"""
1,"""lol ur dumb/retarded"""
0,"""Garfield....is that near Dixie Manor queeny? Or is that Key West for homosexuals of your kind homie?"""
0,"""Go Texas they have great American Dads that arent affraid to stand up for what is right and what is right is the fact that the little Bastar_ isnt going to commit this crime again. Hell I will send some money to him for bail if they pick him up!!!"""
0,"""no - you are."""
0,"""<div class=""forum-item forum-reply""><div class=""forum-item-description"">I'm compiling a list of my threads since Sandals returned. &nbsp;Someone is going to be very disappointed in himself.</div></div>"""
1,"""Hey moron
0,"""Mcfloyd
1,"""BS. Lowe you are an arrogant prick. Beyond criticism? You deserve nothing but criticism you idiot."""
1,"""Can you post a statement\xa0 without using the word idiot?\xa0 Try being a little more eloquent with your retorts or just start pulling the wings off of flies to\xa0while the hours away......."""
0,"""""Oh! Oh! I got an idea! How 'bout we do a song that's not whiny bull crap?\u201d - Peter Griffin talking to Coldplay in Family Guy Season 8
1,"""says the child who does not understand what relevancy means.  It's ok Schimidt
0,"""@Poliveira23\xa0Well
0,"""Possibly
0,"""A thousand US troops died in the Sudan?  I don't think so."""
0,"""I double-taked (took?) at that. Malaise? MALAISE? ""Hating shit because puberty"" is not malaise
0,"""NOOOOOO!!! NOT MILTON BRADLEY!!!"""
0,"""no doubt the poor woman will be offered a good deal on a car when she turns up at the garage."""
0,"""GaGGEDinUSA: what what killed kids are you talking about? Are you talking about Russians or about some Syrian rebels or your allies in Pakistan
0,"""Muslims want to blow themselves up
1,"""And you're a big phat
1,"""I wish the same to you uglyandpoor.  You have nothing to say of your own
0,"""@PaulMomo definitely
1,"""Storobin - you\xa0stole the damned election.\xa0 You are not wanted in my neighborhood.\xa0 Get the hell out of here and go back to wherever it is you came from."""
0,"""If you expand to more than 12 then go to 16 and have 4 team pods.  I would add Georgia Tech and Virginia Tech for the SE pod.  ISU
0,"""I'm an election official and was running the polls here in Southern California last Tuesday.\n\nONE Libertarian voted."""
1,"""You two are fucking trolls. What a sickening thought. Last time I checked Oaxaca is relatively safe
0,"""well worded. ""was not proud at the time"" meaning they are now because they\\xc2\\xa0feel the world owes them a thank you for killing\\xc2\\xa0civilians and ""saving"" more?\\xc2\\xa0shouldnt we thank those who lost their lives to help ""save"" more people? you make me sick. \\n\\nand this is for the bird\\xc2\\xa0giving you words of wisdom. it\\'s great that you understand the logic and ironically point out\\xc2\\xa0""will bend facts and contort causality"" when it comes to debates. you forgot to point out using facts\\xc2\\xa0out of context. now please go educate the rest of your friends and find a giant mirror to stare into. \\xc2\\xa0"""
0,"""Oh great
1,"""i am sick of seeing this fuck asshole bitch made chain latters o.O? gonna kill the person on ""inside"" who the asshole sick son of bitch made this crap things look at me i am grace wow i am to cool ghost\\\\nme:*claps* NOW SUCK MY DICK MOTHER FUCKING ASSHOLE i will fuck you lol"""
0,"""<b>;-)</b>\xa0 LOL. .. just bustin' your chops... he's already been on base today- you must be doing good !"""
1,"""Coolest president ever? Your a complete waste of oxygen and resources. Phucking idiot"""
0,"""I don't think she interrupted him while he was in the middle of a speech."""
0,"""Dodger radio playing tunes of ""fuck you"" at end of commercial break. They must be reading our comments."""
0,"""Ohh
0,"""Which second did you buy? I might want half of it."""
0,"""And it being summer and you're wasting it away inside is so wrong."""
0,"""I would have gotten out the car and fucked him up"""
1,"""Shows what you know dipshit
0,"""And who are you
1,"""Well then the OP would learn that she cannot diagnose herself with Aspergers
0,"""You just went full retard.  Never go full retard."""
0,"""Somehow
1,"""You act like you faced a good team. You played like crap against another crappy team."""
0,"""He still played. he didn't say that much. And obviously the Heat reserves are going to lose that either way. It is when Lebron and Wade are playing this post season that the celtics need to worry."""
0,"""That sounds familiar. Mom picking subscriptions with no veto power to stop her."""
0,"""@roCkhopper\xa0Lancaster PA mah friend. Wez ghetto"""
0,"""He did the right thing. Too bad someone didn't do the same thing to Sandusky."""
0,"""eish Wenger did a stupid mistake but he will never admit it anyway.....it was good for us that the Ox was taken off and we were going to lose that match but Wenger did a brilliant Sub...Good luck guys for your 4th spot."""
0,"""We were thinking back in time when a young GHWB was goaded by his ambitious young wife to eliminate JFK.
0,"""are you talking about the conservatives that cheered the idea of letting a man d ie if he didnt have insurance?\\n\\nor the conservatives that booed a gay soldier currently deployed."""
0,"""im sorry but dont nobody just pick somebody out randomly and start attacking...like she went ham for a reason. kimora seem like one of those low-key stank bitches. it might not be all true but kimora played a role. aint no black chick just just gon go off like that."""
0,"""People have been born gay since the beginning of time.\\xc2\\xa0 Today
0,"""Oh god
1,"""Wait you said though that your country was the nice one in the world- how bout you take that food from your dog and help feed the population of the world because i thought america was great right
0,"""Gosh
0,"""some fukin sketchers thats sad omg lol fuckin shitty ass sketchers why the fuck are they even named sketchers sketcherz fuckin suck ass"""
0,"""But they will care that you were here Mikey.\xa0 Hey look he likes it.\xa0 Hey Mikey likes it."""
0,"""me too! i hope they can fix this sooner.."""
1,"""You married the turd
1,"""HEY KRYSTAL: YOU STUPID IDIOT WHO Can't Understand Normal Thinking.. fhuck off you howre"""
1,"""huck huck huck
0,"""""It's not you
0,"""Dude red on my iPod it says it will be 98* out today"""
0,"""Yes
0,"""""I'm an introvert. You are a wonderful person and I like you. But now please shush.""  Hee.  Yeah
1,"""He won Michigan in the primaries.  Holy shit
0,"""What a\xa0\xa0 $\xa0\xa0 t\xa0\xa0 u\xa0\xa0 p\xa0\xa0 1\xa0\xa0 d\xa0\xa0\xa0\xa0 p\xa0 h u c k k\xa0 i\xa0 n\xa0 g\xa0\xa0\xa0 k\xa0 u\xa0 u\xa0 n\xa0 n\xa0 t\xa0 t!"""
0,"""""and Israel will die""\n\nI knew he would bring Israel in to this at some point."""
0,"""Remember all the haters screaming to get rid of Blanton before the season??? Where are they now????\nNot so fat Joe is pitching his pudgy lil heart out...oh...and guess what...this team is starting to hit...another thing the haters like to dwell on...where are they now?? All you Chollie bashers ain't showing your butts now are you?? Whatsamatter? Seeing the faithful's faith in this team is well deserved by them?? Gotta luv the ""paper"" fans....gotta luv them....get the hell off of our bandwagon you wannabe so calle fans....."""
0,"""He regretted killing him so quickly."""
0,"""I  notice you haven't  responded.  You only care when you are telling other people how dumb they are. Again who is your team UJ???"""
0,"""Uhhh I hate the Dodgers
0,"""I keep it fresher than the next bitch\nno need..for you to ever sweat the next bitch\n..with speed
0,"""Nope..your maths!..its 159 played with 16 draws.
0,"""@aarongmyers to be honest the translation of Ender's Game isn't great... much like the first book in the HP series
0,"""yeah well director interpretation isn't always the best insight for things like this
0,"""You KNOW the RULES - one DELETE equal 50 REPOSTS\n#37 WHAT is his EXAMPLE of TOTALITARIANISM in the USA? Here it is...Last August
0,"""From what I can see
0,"""You're better than that
0,"""oh didn't you know they are irreplacable! (Just ask them)"""
0,"""@cheatingrangers\xa0\n\xa0\nWe shall see only a fool predicts the future
0,"""What's his story? Sporadic starts? Never over 5 innings?"""
1,"""Ms Jenkums could you please look up at\xa0the right hand corner up top\xa0and click the red X
1,"""Listen you fucking wanker -- we approve all comments
0,"""Hey\xa0@ign-b9606001de921324b66a3e5949ba481e:disqus\xa0
1,"""ima fuck me 2 white bitches. you got a sister? ima fuck her in the ass. ima fuck ya ball headed\\xc2\\xa0 sister everybody go to youtube look up the vid and look at the info section and it has all these fags address facebook and parents name and phone numbers real talk take a look..i aint no snitch but when i see shit like these goin on it gets to me..i live around there so when i see em ima fuck them upp good prolly gonna have to cut a bitch too"""
1,"""Retard
1,"""All racists like you are morons
1,"""It's hard to read your post and not immediately think that you're xenophobic"""
0,"""Thanks Kosh I am very happy being normal"""
0,"""You are such a talented photographer!"""
0,"""Wowee!!\xa0 Those are both high-energy
0,"""@noBjustRyan he can be as stubborn as anyone else with his opinions.  but the name calling went too far
1,"""Fuck you Fred"""
0,"""They do seem to run away and hide whenever you question their Fox News talking points."""
0,"""Michelle Obama can suck it!! I am sick and tired of the screwed up Government telling us what we can and cannot do... especially when it comes to our kids!!! Stay the hell out of our lives!!! Save the REPUBLIC revolt against socialism!!"""
1,"""go suckle on your mom's teet little child"""
0,"""@Dezzy11 I know they work in lots of countries
0,"""Fan jag som trodde det var FI. Att neka de som vill r\xf6sta att r\xf6sta \xe4r allt annat \xe4r civiliserat. Att ta ut sv\xe4ngarna \xe4r v\xe4lbeh\xf6vt annars sker inga f\xf6r\xe4ndringar."""
1,"""You are a fucking idiot."""
0,"""That is kind of a sexy photo though. Who took it?"""
1,"""Flag this loser's posts. Enough flags and he loses his nic automatically."""
0,"""I think the drugs these days are all laced with a little something extra!  The crime these days are unbelievable and unthinkable."""
0,"""U Thurley may be a consenting adult
1,"""If you claim you don't have the power to forgive but only ""Allah""
0,"""Damien Sandow . . . the ""Leaping"" Lanny Poffo of this era."""
0,"""haha look at the face on her"""
1,"""I told you before you poor excuse for a human being not to respond to my post but you don't listen.\xa0 You are ignorant
0,"""You are soo beautiful"""
0,"""So what happened when you wandered off into the woods during your brothers swim meet? Sounds like Deliverance."""
0,"""I imagine he lives in Virginia
1,"""Apparently
1,"""Thanks for confirming that conservative men only see their women as a pair of tits and an azz."""
0,"""@SRQDawgs15 @TheLadySportswriter Some of the opponents scoring were Touchdowns that Murray threw to their Defensive backs or we gave the opponents really short fields.\\n\\n \\n\\nI am not saying UGA doesn't have great talent on both sides of the ball.  However
1,"""what's your deal bro?  You aren't concerned
0,"""""obviously clean""
0,"""I bet the songs on the upcoming CD were written for This twit. The message was she is a progressive. She knows where her\\xc2\\xa0 bread is buttered.\\n\\nI have never even heard of her.\\n\\nI bet if she had to write her own material. Ms Hoe would be a major disappointment to her idiotic fans.\\n\\nWhat was her message with the exorcism? CBS management look like total knuckleheads. No wonder their ratings suck.\\n\\nBring back garage bands. They play instruments
0,"""Just a thought. About those unwinnable
0,"""Define abortion in objective terms. Explain the whole process of abortions too me. Explain what you see in a sonogram of a baby with fingers
0,"""N\xe5gonstans missar Sigfrid\xa0principfr\xe5gan det g\xe4ller n\xe4r han drar paralleller till bilk\xf6rning och droger som inte alls \xe4r relevant till fr\xe5gan om r\xf6str\xe4tt s\xe5tillvida att han inte anser att barn/unga ska ha m\xf6jlighet att kandidera till riksdagen.\xa0Eller \xe4r han m\xe5h\xe4nda r\xe4dd f\xf6r att bli utmanad av n\xe5gon politiskt insatt sju\xe5rig aspergare?\n\n\nJag f\xf6rst\xe5r Sigfrid (med r\xe4tta) har en ogrundad r\xe4dsla f\xf6r att minoritetspartier (s\xe5 som PP) f\xe5r m\xf6jlighet att p\xe5verka i st\xf6rre utstr\xe4ckning om unga ges r\xf6str\xe4tt. Men det finns fr\xe5gor som ber\xf6r alla medborgare oavsett \xe5lder t.ex\xa0\xa0fildelning
1,"""Klein
1,"""oh all of a sudden u changed ur picture to A WHITE GUY WITH PENNY LOAFERS....MUFUCKER U LAME"""
1,"""You're naive and don't have a basic grasp on biology."""
0,"""nope
0,"""You forgot to mention that there has been little
1,"""Nobody gives a shit what you say"""
0,"""You are unemployed and on welfare."""
0,"""I'm not saying I agree with that nonsense. \\xc2\\xa0Like I said
0,"""I think if you want all the trophies
0,"""Looks like there's fixin to be a shootout"""
0,"""why the hate man? Done nothing to you....ever...."""
0,"""That's a management issue. Not rank and file employee issue.\xa0Quit\xa0crying like a cry baby Just because people vote\xa0for other political\xa0parties than Republican."""
1,"""bitch please...you are the biggest troll. :P"""
0,"""""you'll HAVE to delete comments because i make your posts look like crap.""\n\nYou mean make ALL YOUR comments look like crap.\n\nYou're only embarrassing y o u r s e l f
1,"""You do not exist as a human being. Please go back into your hole you rotten scumbag."""
1,"""The article was about Bush you asshole."""
0,"""They look like MORONS"""
0,"""Fucking BullShit!\nHow do you have a seizure
1,"""Yo\xa0@LukeEmery:disqus\xa0you must be too dumb to know what ""grand jury"" means. \xa0Plus who is going to testify against him? \xa0The dead Mexican? \xa0Go shove your idiotic comments up your you know what."""
0,"""We don't blow up our wives and children in the name a allah
0,"""Warren Buffet owes corporate taxes back to 2003..\xa0 He doesn't want to pay his fair share..."""
1,"""Hush little negro don't say a word
0,"""Moved right? Lol\n\nStraight jacket
0,"""santorum is the only real conservative running.\\xc2\\xa0 \\n\\nAs to the occupiers..... what a bunch of selfish
0,"""Like Obamas daddy
0,"""I can not believe Americans are so stupid
0,"""How hard is it for the bimbo to use a towel or baby blanket for a coverup? Toss one in the diaper bag and USE it!"""
1,"""No you are a corny dumb ass."""
0,"""They just want a portion of the road so they can carry out their hangings in familiar territory."""
0,"""Oliver Stone\\'s kid or babies daddies uncles\\' brother\\'s cousin..is not news. Who cares what\\xc2\\xa0religion\\xc2\\xa0he is(I would like to be him when is ""New brothers"" hears the comment he had not abandoned Christianity or when the change his mind about his Jewish blood. (Not talking about Muslims in General just the ones that blow stuff up)"""
0,"""In Chicago
0,"""No. I know people who re-watch it habitually. I am
1,"""So you call her a W H O R E making you what.....? Pure? You're a fool and an idiot."""
1,"""the same with write people . every one do some drug in there life ok not all black people is drug addict so i would like you to stop hating on blacks ok you prick . have some respect for him god know y he do what he did ok have a bless night u prick"""
1,"""When you say Bama
0,"""Chill no need to call them an idiot."""
0,"""Let's wait to see what the contract and numbers are before getting too upset. \n\nCould be a one-year deal that won't have any impact on dealing for a FA"""
0,"""Whaaaaaat?\\xc2\\xa0 Excuse me while I puke............."""
0,"""Whoever takes out the Heat in the playoffs will be America's Team."""
0,"""sure they will.. 1 pitcher does not make or break a rotation especially when you have the depth the Reds have.. he wasn't expected to come over and be the number 1 he was brought over cause he has the potential to be a #1 that whole deal was basically based on potential and the Reds got the better of the deal.. Calm down no need to point out what he has done so far we all know lets talk about how to get him back to where he was so we are getting out of him what we all expected.. this team is going to the playoffs regardless of his performance it would just be nice if he contributed like he should be and i fully expect that he will pay dividends sooner rather than later"""
1,"""No actually
0,"""Yeah so what's the big deal letting Iran and it's friends know they can not trust their software
0,"""Oh please
0,"""Everyone has something to deal with. Some are ugly
0,"""lauren are you mad at me?"""
0,"""\\xc2\\xa0If not for Panetta (of all people) urging Obama to give a green light on the operation
0,"""all non-EUs move to London to earn that..not wanted eslewhere"""
0,"""I agree
0,"""Why the_fuck didn't you tell her?"""
1,"""Stop acting like a bitch. \xa0He was a kid for goodness sake."""
0,"""Citizen9
0,"""You're da best
0,"""Romney is a business who has solid ideas about bringing jobs back.\n\nRomney wants a strong military ONLY as a deterrent to attacks by other countries all over the world.\n\nBTW
0,"""Dude - it was a satire ENGLISH newspaper
0,"""You don't."""
0,"""Are you sure he's even a real person?"""
1,"""Well we know you are to dumb... You only chose that screen name to satisfy your overgrown ego...."""
0,"""He used to be like
0,"""mos po lyp me ja kthy virgjinitetin edhe motres apo nones tonde
0,"""Thunder fans are praying they toss duncan"""
0,"""Votto was in our farm before Krusty ever came here. So was Bruce and Cueto. Phillips was here too but not from our farm you idiot."""
0,"""So you think there is no reason that a government needs to keep a secret? \xa0Spreading classified info with you was wrong when it was scooter libby
0,"""You know a couple of young apes took her to abuse her.   Only hope she comes back in one piece."""
0,"""You are right"""
0,"""evidently your not smart enough to do the same thing or you wouldnt be sitting on your lazy ass dropping spam on this website..."""
1,"""Got a reference for that idiotic comment?"""
0,"""Only if Ronald McDonald gives him time off from his regular job as a McSlave at McDoonald's."""
0,"""How can a porn-star compare herself to the Vi9in Mary."""
0,"""I shall give you one reason. One reason. And you'll want to kill for that Robocop remake. \nJose fucking Padhila."""
1,"""To the idiots posting on here who think racism is alright....\nWell it is nor and if you were a victim of racism then you would know...\nI feel like Balli too and I would kick off as well even if meant i got arrested....\nDid you seem them dumb fkin poles and ukranians racist bigots.....\nRacists have a place; sure they do.....in the fkin gutter....\nAnd you know what would stop racism immediately or bring it to the forefront....if the racists were to throw swastikas at all the jewish players; I bet the football bodies would take note immediately....."""
0,"""\xc1no
0,"""Lavendar is my favorite color but you can get it in any color to match your room"""
0,"""You would hope so.  Unfortunately
0,"""Spurs 80- OKC 66 3rd Q 3 min left"""
0,"""@stapler oh my god they're best friend cheating on each other"""
0,"""HENRY HAWK\n\nThe cases that you have cited are not applicable in this instance.\n\nAlso
0,"""""Good job
1,"""OH YOU\\xc2\\xa0sit down and SHUT THE FUCCCK UUUUP you mental retard! What the fuck do you know retard??? I hate people like you!! Why dont you go get violently killed in a car accident you fucking retarded dick headed bitch mother fuckin ass hole?!!!!!!!!!"""
0,"""Hi Ally.\xa0 Glad you liked Gambler Gal.\xa0 She would be my alter-ego IF I had a bunch of moolah to spend.\xa0 Alas...this is not the case.\xa0 I like the penny slots
0,"""Guess what OP? I'm a <i>real girl</i> that <i>likes</i> wearing make up
0,"""\\xc2\\xa0Supposedly
0,"""Maybe he is Canadian
0,"""Oh
1,"""Evel dick gets my vote James R is a very creepy looking ""man"" Mr Rogers look alike plus he whined like a little bitch when Janelle destroyed ""him"" in the OTEV POV comp"""
0,"""@Adam12 Hey A12. Was thinking about you today 'cause I was listening to some old blues. How is it going?"""
0,"""I have watched the video over and over again
0,"""Yeah
1,"""@berethor099 Go ahead and try
0,"""So a single parent is better? Get off your fucking high horse and shut the fuck up. Can you even imagine the trauma the two girls will feel? And
1,"""Rob
0,"""Faux is a better source of animus."""
1,"""It is a great honor to be a Zionist. You are garbage
0,"""Sorry
1,"""sgboy
0,"""@PeevedMichelle Um
0,"""Looks like you have a Stormer problem!..The same team that beat the bulls TWICE...Habs and Jean were great...Morne
0,"""Joey Barton only has a twitter account because he wants people to massage his ego. """
1,"""You are a pig."""
0,"""Got your back
0,"""His wrist might be bothering him. He's got a chip floating around in there."""
0,"""Based on the architecture
1,"""fly away gay_pusssy...fly away."""
1,"""We're not the losers but\xa0 you and this country are."""
0,"""YOU HAVE A BEAUTIFUL BODY. What's wrong with a man looking at a woman with a beautiful body ESPECIALLY NICE HIPS? If I'm stalker for that then every dude I know is a stalker as well."""
0,"""Looks like a case of ""Cat on Keyboard Disease""."""
